MovieID,Title,Year,Genre,Director,Cast,Language,Country,Runtime(min),Rating,Votes,Budget(million$),Revenue(million$),Keywords,Overview,Popularity
MV1022,There Will Be Blood,1980,Horror|Thriller,Ingmar Bergman,Daniel Craig|Anya Taylor-Joy|Dustin Hoffman|Gene Hackman|Paul Mescal,Korean,Italy,151,5.6,2403353,235.7,1367.2,war|corruption|ambition|escape,A horror film directed by Ingmar Bergman featuring Daniel Craig.,20.06
MV1023,Whiplash,2007,Animation,David Fincher,Cate Blanchett|Mark Ruffalo|Austin Butler|Michael Fassbender,Mandarin,Australia,176,8.8,2451747,175.1,623.4,conspiracy|sacrifice|supernatural|identity|betrayal|family,A animation film directed by David Fincher featuring Cate Blanchett.,51.07
MV1024,Birdman,2009,Action|Fantasy,Ridley Scott,Mark Ruffalo|Matt Damon|Denzel Washington|Lupita Nyong'o|Anya Taylor-Joy,Japanese,USA,208,4.8,1559047,107.4,341.9,sacrifice|revenge|based on true story|family|escape,,42.75
MV1025,Parasite,2015,Drama|History,Steven Spielberg,Florence Pugh|Anya Taylor-Joy|Joaquin Phoenix|Saoirse Ronan,Italian,Germany,196,8.6,558043,266.9,1117.4,coming of age|freedom|heist|based on true story|family|corruption,A drama film directed by Steven Spielberg featuring Florence Pugh.,9.84
MV1026,1917,2022,Fantasy|Romance,Stanley Kubrick,Christian Bale|Tom Hanks|Anya Taylor-Joy,Japanese,Australia,106,7.5,358153,,345.4,escape|ambition|redemption,A fantasy film directed by Stanley Kubrick featuring Christian Bale.,75.31
MV1027,Joker,1993,History,Billy Wilder,Saoirse Ronan|Robert De Niro|Paul Mescal|Denzel Washington|Jennifer Lawrence,German,Canada,86,6.7,98573,119.6,202.1,ambition|corruption|loss,A history film directed by Billy Wilder featuring Saoirse Ronan.,26.46
MV1028,Once Upon a Time in Hollywood,1999,Mystery|Comedy,Steven Spielberg,Jennifer Lawrence|Amy Adams|Tom Hanks|Brad Pitt|Joaquin Phoenix,German,UK,156,4.8,1360867,91.0,687.1,love|redemption|mystery,A mystery film directed by Steven Spielberg featuring Jennifer Lawrence.,75.46
MV1029,Marriage Story,2009,Sci-Fi|Drama|Animation,Christopher Nolan,Dustin Hoffman|Ryan Gosling|Tom Hanks|Margot Robbie,Mandarin,Canada,100,5.4,2327611,228.4,289.4,freedom|survival|time travel|ambition|redemption|family,A sci-fi film directed by Christopher Nolan featuring Dustin Hoffman.,37.96
MV1030,The Irishman,1980,History|Crime,Wes Anderson,Christian Bale|Leonardo DiCaprio|Brad Pitt|Florence Pugh|Margot Robbie,Japanese,Germany,164,8.6,893355,205.2,867.9,betrayal|supernatural|danger,A history film directed by Wes Anderson featuring Christian Bale.,56.75
MV1031,Ford v Ferrari,2007,Crime,Ang Lee,Benedict Cumberbatch|Dustin Hoffman|Idris Elba|Saoirse Ronan,Japanese,South Korea,,5.9,1929538,335.7,949.7,time travel|revenge|discovery|sacrifice,A crime film directed by Ang Lee featuring Benedict Cumberbatch.,1.42
MV1032,Little Women,1985,Mystery|Drama|Adventure,Christopher Nolan,Saoirse Ronan|Matt Damon|Charlize Theron|Jessica Chastain|Denzel Washington,Italian,Germany,120,8.6,36363,44.5,140.3,freedom|revenge|mystery|supernatural,A mystery film directed by Christopher Nolan featuring Saoirse Ronan.,2.96
MV1033,Knives Out,1994,Animation,Bong Joon-ho,Margot Robbie|Zendaya|Denzel Washington,Korean,USA,125,9.4,1662305,39.7,96.7,betrayal|danger|redemption|heist|escape|supernatural,A animation film directed by Bong Joon-ho featuring Margot Robbie.,68.56
MV1034,Uncut Gems,1994,Fantasy|Biography|Romance,David Fincher,Tom Hanks|Paul Mescal|Al Pacino|Idris Elba|Andrew Garfield,Hindi,USA,184,7.5,218528,299.0,833.3,friendship|war|heist|ambition|freedom|sacrifice,A fantasy film directed by David Fincher featuring Tom Hanks.,36.79
MV1035,Tenet,1980,Thriller|Horror,Martin Scorsese,Tom Hanks|Ryan Gosling|Adam Driver|Cate Blanchett|Viola Davis,Korean,France,159,5.7,406698,10.7,38.8,escape|based on true story|time travel,A thriller film directed by Martin Scorsese featuring Tom Hanks.,93.57
MV1036,Mank,2013,Drama,Akira Kurosawa,Al Pacino|Saoirse Ronan|Natalie Portman|Dustin Hoffman|Daniel Craig,French,UK,90,9.0,1583909,110.3,753.0,based on true story|family|love,A drama film directed by Akira Kurosawa featuring Al Pacino.,91.99
MV1037,Judas and the Black Messiah,1998,Sci-Fi|Drama,Francis Ford Coppola,Ryan Gosling|Denzel Washington|Gene Hackman|Al Pacino,English,India,173,6.6,1796605,308.1,,time travel|heist|based on true story|revenge|freedom,A sci-fi film directed by Francis Ford Coppola featuring Ryan Gosling.,52.2
MV1038,Minari,2016,Mystery,Ang Lee,Charlize Theron|Lupita Nyong'o|Florence Pugh|Al Pacino,Hindi,France,137,4.8,185846,22.1,59.7,ambition|time travel|coming of age|justice|power|escape,,88.64
MV1039,Promising Young Woman,2017,Mystery|Comedy|Action,Denis Villeneuve,Andrew Garfield|Brad Pitt|Adam Driver|Charlize Theron|Jake Gyllenhaal,Korean,South Korea,92,5.9,1996335,243.5,1914.1,escape|corruption|discovery|power|identity,A mystery film directed by Denis Villeneuve featuring Andrew Garfield.,33.53
MV1040,Dune,2024,Animation,Francis Ford Coppola,Viola Davis|Florence Pugh|Benedict Cumberbatch,German,South Korea,177,5.0,29208,127.6,110.7,danger|war|family,A animation film directed by Francis Ford Coppola featuring Viola Davis.,29.77
MV1041,The Power of the Dog,1991,Musical,Peter Jackson,Amy Adams|Benedict Cumberbatch|Andrew Garfield|Viola Davis|Jake Gyllenhaal,English,France,142,9.0,89054,291.2,395.1,corruption|redemption|power,A musical film directed by Peter Jackson featuring Amy Adams.,46.16
MV1042,Spencer,2007,Drama|Musical|Comedy,Wong Kar-wai,Jake Gyllenhaal|Paul Mescal|Jessica Chastain,Italian,Italy,184,9.4,1026715,322.4,1991.1,danger|power|based on true story|family,A drama film directed by Wong Kar-wai featuring Jake Gyllenhaal.,33.44
MV1043,Belfast,1993,Drama|Biography|Animation,Ingmar Bergman,Al Pacino|Cate Blanchett|Christian Bale|Ana de Armas|Jessica Chastain,Mandarin,Italy,202,6.9,751774,113.3,360.2,conspiracy|sacrifice|based on true story|friendship|escape|loss,A drama film directed by Ingmar Bergman featuring Al Pacino.,64.17
MV1044,Drive My Car,1993,Sci-Fi|Musical,Kathryn Bigelow,Mark Ruffalo|Idris Elba|Andrew Garfield,French,France,96,5.6,2177091,123.7,593.3,ambition|discovery|corruption|identity|freedom|conspiracy,A sci-fi film directed by Kathryn Bigelow featuring Mark Ruffalo.,43.82
MV1045,CODA,1984,Musical|Drama,Wes Anderson,Ana de Armas|Paul Mescal|Jack Nicholson|Robert De Niro|Margot Robbie,Korean,UK,105,4.4,161563,191.6,549.9,friendship|power|supernatural|dystopia|coming of age,A musical film directed by Wes Anderson featuring Ana de Armas.,68.67
MV1046,Licorice Pizza,1996,Biography,Wes Anderson,Charlize Theron|Michael Fassbender|Daniel Craig|Jack Nicholson,English,India,206,9.4,627130,303.0,621.9,sacrifice|mystery|ambition|escape,A biography film directed by Wes Anderson featuring Charlize Theron.,78.81
MV1047,The Worst Person in the World,2024,Thriller|Animation,Clint Eastwood,Tom Hanks|Mark Ruffalo|Scarlett Johansson|Anya Taylor-Joy|Joaquin Phoenix,English,India,165,5.9,1759031,149.6,911.8,corruption|escape|revenge|based on true story|love,A thriller film directed by Clint Eastwood featuring Tom Hanks.,92.29
MV1048,Titane,2005,Thriller|Sci-Fi,Martin Scorsese,Jessica Chastain|Jake Gyllenhaal|Florence Pugh|Natalie Portman|Benedict Cumberbatch,,Japan,98,4.9,2320059,63.0,419.8,revenge|betrayal|redemption|survival|loss|power,A thriller film directed by Martin Scorsese featuring Jessica Chastain.,21.38
MV1049,Memoria,2006,Comedy|Drama,James Cameron,Lupita Nyong'o|Florence Pugh|Cate Blanchett|Jessica Chastain|Emma Stone,Spanish,South Korea,154,6.4,1992371,56.4,266.7,escape|redemption|ambition|conspiracy|heist,A comedy film directed by James Cameron featuring Lupita Nyong'o.,46.44
MV1050,Everything Everywhere All at Once,2001,Musical|Animation|History,Clint Eastwood,Meryl Streep|Robert De Niro|Tom Hardy|Jack Nicholson|Timothée Chalamet,Italian,Japan,175,7.4,735532,145.9,245.5,freedom|loss|heist|betrayal|conspiracy|escape,A musical film directed by Clint Eastwood featuring Meryl Streep.,10.46
MV1051,The Banshees of Inisherin,2022,Fantasy,John Ford,Emma Stone|Zendaya|Lupita Nyong'o|Andrew Garfield|Matt Damon,Italian,UK,101,6.8,1368398,144.1,226.1,ambition|love|freedom|revenge,A fantasy film directed by John Ford featuring Emma Stone.,8.25
MV1052,Tár,1980,Drama|Fantasy,James Cameron,Gene Hackman|Timothée Chalamet|Zendaya|Cate Blanchett,French,Australia,137,7.9,1836946,49.9,330.2,betrayal|dystopia|revenge|discovery,A drama film directed by James Cameron featuring Gene Hackman.,10.95
MV1053,The Fabelmans,1989,Horror|Comedy,David Fincher,Meryl Streep|Paul Mescal|Emma Stone|Saoirse Ronan|Brad Pitt,Mandarin,UK,174,7.8,1863215,19.3,6.5,coming of age|redemption|mystery|justice|dystopia|based on true story,A horror film directed by David Fincher featuring Meryl Streep.,10.05
MV1054,Women Talking,1986,Comedy|Fantasy|Musical,Steven Spielberg,Ana de Armas|Natalie Portman|Jennifer Lawrence|Andrew Garfield,Korean,Canada,128,9.1,1658018,,404.4,war|justice|corruption|betrayal,A comedy film directed by Steven Spielberg featuring Ana de Armas.,2.48
MV1055,Aftersun,2019,Action|Drama,Wong Kar-wai,Lupita Nyong'o|Joaquin Phoenix|Denzel Washington,Hindi,UK,118,5.4,398387,210.4,1653.1,heist|coming of age|conspiracy|family|corruption|betrayal,A action film directed by Wong Kar-wai featuring Lupita Nyong'o.,63.9
MV1056,Causeway,2017,Sci-Fi|Adventure,Stanley Kubrick,Ryan Gosling|Ana de Armas|Daniel Craig|Leonardo DiCaprio|Tom Hanks,French,Japan,135,8.1,1022504,217.3,165.5,sacrifice|power|redemption|family|loss,A sci-fi film directed by Stanley Kubrick featuring Ryan Gosling.,21.23
MV1057,The Menu,1997,Mystery|Biography,Akira Kurosawa,Austin Butler|Lupita Nyong'o|Jack Nicholson,Japanese,USA,133,8.7,1390448,120.6,227.3,heist|mystery|based on true story,,69.05
MV1058,Glass Onion,2011,Thriller,Steven Spielberg,Morgan Freeman|Emma Stone|Scarlett Johansson|Robert De Niro|Amy Adams,Mandarin,South Korea,135,6.8,1788779,254.0,685.4,mystery|identity|betrayal|discovery,A thriller film directed by Steven Spielberg featuring Morgan Freeman.,25.65
MV1059,Barbarian,2003,Sci-Fi|Comedy,Ron Howard,Adam Driver|Ana de Armas|Al Pacino|Morgan Freeman,Hindi,USA,172,6.4,350103,265.8,1965.8,danger|supernatural|betrayal|friendship,A sci-fi film directed by Ron Howard featuring Adam Driver.,38.66
MV1060,Nope,1992,Musical,David Fincher,Leonardo DiCaprio|Ana de Armas|Mark Ruffalo,Hindi,Germany,181,9.2,1566083,135.0,360.5,identity|love|war,A musical film directed by David Fincher featuring Leonardo DiCaprio.,39.1
MV1061,Bones and All,2012,Animation|Mystery|Fantasy,Bong Joon-ho,Brad Pitt|Jack Nicholson|Jessica Chastain|Adam Driver|Viola Davis,Korean,India,83,9.1,1516881,221.2,1218.5,friendship|discovery|freedom|heist,A animation film directed by Bong Joon-ho featuring Brad Pitt.,15.59
MV1062,White Noise,2004,Fantasy|Crime,Wong Kar-wai,Austin Butler|Jake Gyllenhaal|Adam Driver,Spanish,Germany,139,7.8,2100864,338.7,1818.9,escape|power|supernatural|identity|survival|war,A fantasy film directed by Wong Kar-wai featuring Austin Butler.,63.98
MV1063,Bardo,1999,Comedy,Federico Fellini,Leonardo DiCaprio|Natalie Portman|Cate Blanchett|Lupita Nyong'o,Mandarin,Germany,148,8.0,716691,62.6,108.6,redemption|sacrifice|betrayal|ambition,A comedy film directed by Federico Fellini featuring Leonardo DiCaprio.,94.9
MV1064,Decision to Leave,1996,Animation|Mystery,Francis Ford Coppola,Dustin Hoffman|Christian Bale|Robert De Niro,Japanese,UK,171,4.7,270536,120.4,579.1,sacrifice|heist|coming of age|war|revenge|love,A animation film directed by Francis Ford Coppola featuring Dustin Hoffman.,27.34
MV1065,Avatar,2004,Adventure|Biography|Romance,Ron Howard,Benedict Cumberbatch|Denzel Washington|Adam Driver|Mark Ruffalo,Italian,Italy,136,9.2,1672309,133.1,98.6,corruption|based on true story|war|revenge|freedom,A adventure film directed by Ron Howard featuring Benedict Cumberbatch.,87.18
MV1066,Top Gun Maverick,2024,Horror,Clint Eastwood,Gene Hackman|Florence Pugh|Ana de Armas|Lupita Nyong'o|Jake Gyllenhaal,English,Italy,79,7.5,192907,339.4,2024.8,mystery|discovery|sacrifice|loss|based on true story|survival,A horror film directed by Clint Eastwood featuring Gene Hackman.,35.49
MV1067,Black Panther,2004,Crime|Thriller,Billy Wilder,Austin Butler|Anya Taylor-Joy|Ana de Armas,English,France,202,8.4,1264946,291.5,2323.7,betrayal|freedom|war|sacrifice|heist|danger,A crime film directed by Billy Wilder featuring Austin Butler.,24.85
MV1068,Avengers Endgame,1990,Musical|Sci-Fi,Akira Kurosawa,Ryan Gosling|Idris Elba|Gene Hackman|Florence Pugh,French,France,200,4.5,1396869,305.3,2282.0,time travel|corruption|loss,A musical film directed by Akira Kurosawa featuring Ryan Gosling.,91.11
MV1069,Spider-Man No Way Home,1994,Romance,Quentin Tarantino,Robert De Niro|Matt Damon|Benedict Cumberbatch|Daniel Craig,Korean,UK,169,4.7,1315378,334.0,1583.9,power|love|escape,A romance film directed by Quentin Tarantino featuring Robert De Niro.,54.02
MV1070,The Batman,2013,Crime|Musical|Thriller,Quentin Tarantino,Leonardo DiCaprio|Paul Mescal|Timothée Chalamet|Jennifer Lawrence,Spanish,Japan,131,6.7,1912698,52.5,130.3,discovery|corruption|power,A crime film directed by Quentin Tarantino featuring Leonardo DiCaprio.,50.74
MV1071,Doctor Strange,1998,Sci-Fi|Action|Biography,Alfonso Cuaron,Emma Stone|Ryan Gosling|Brad Pitt,Spanish,India,175,5.6,668704,346.9,1567.7,identity|heist|sacrifice|justice|coming of age,A sci-fi film directed by Alfonso Cuaron featuring Emma Stone.,39.74
MV1072,Thor Love and Thunder,1986,Horror,Akira Kurosawa,Brad Pitt|Joaquin Phoenix|Timothée Chalamet|Jack Nicholson|Christian Bale,Spanish,India,198,5.6,608431,74.2,481.8,supernatural|time travel|revenge|justice,A horror film directed by Akira Kurosawa featuring Brad Pitt.,72.87
MV1073,Black Adam,1990,Drama,Bong Joon-ho,Amy Adams|Brad Pitt|Matt Damon|Ana de Armas,Italian,Canada,186,9.3,1695473,86.5,105.1,sacrifice|power|conspiracy|discovery|betrayal|time travel,A drama film directed by Bong Joon-ho featuring Amy Adams.,74.77
MV1074,Shazam,2004,Mystery|Musical,Clint Eastwood,Leonardo DiCaprio|Matt Damon|Robert De Niro|Zendaya,Mandarin,South Korea,80,7.2,2402786,168.3,949.5,based on true story|escape|betrayal,A mystery film directed by Clint Eastwood featuring Leonardo DiCaprio.,39.01
MV1075,Oppenheimer,2014,Sci-Fi,Federico Fellini,Tom Hanks|Michael Fassbender|Andrew Garfield|Paul Mescal|Austin Butler,Hindi,UK,207,8.6,2261653,250.1,1596.5,coming of age|redemption|heist,A sci-fi film directed by Federico Fellini featuring Tom Hanks.,89.86
MV1076,Barbie,1988,Thriller|Mystery|Comedy,Martin Scorsese,Idris Elba|Meryl Streep|Robert De Niro|Matt Damon|Ana de Armas,Japanese,Italy,118,6.3,1358,87.7,57.5,heist|danger|freedom|family|escape,A thriller film directed by Martin Scorsese featuring Idris Elba.,49.55
MV1077,Killers of the Flower Moon,2022,Thriller,Steven Spielberg,Morgan Freeman|Joaquin Phoenix|Emma Stone,Spanish,Canada,130,7.3,1164481,45.8,233.2,danger|friendship|loss,A thriller film directed by Steven Spielberg featuring Morgan Freeman.,65.33
MV1078,Past Lives,1993,Mystery,John Ford,Dustin Hoffman|Jack Nicholson|Jake Gyllenhaal|Mark Ruffalo,Mandarin,Canada,116,6.3,644789,111.4,709.2,revenge|discovery|mystery|survival|friendship|war,A mystery film directed by John Ford featuring Dustin Hoffman.,53.62
MV1079,May December,1989,Romance,Christopher Nolan,Jessica Chastain|Ryan Gosling|Natalie Portman,French,France,209,8.0,1286762,206.5,1344.8,ambition|justice|conspiracy,A romance film directed by Christopher Nolan featuring Jessica Chastain.,57.64
MV1080,Saltburn,1991,Biography|Fantasy,Woody Allen,Andrew Garfield|Denzel Washington|Michael Fassbender|Florence Pugh|Daniel Craig,Spanish,Japan,77,7.8,653177,230.5,322.4,love|supernatural|time travel|justice|conspiracy,A biography film directed by Woody Allen featuring Andrew Garfield.,77.98
MV1081,Priscilla,1998,Sci-Fi|Adventure,Billy Wilder,Joaquin Phoenix|Dustin Hoffman|Robert De Niro,Japanese,Germany,155,,334341,27.8,59.7,betrayal|escape|love,A sci-fi film directed by Billy Wilder featuring Joaquin Phoenix.,9.37
MV1082,The Zone of Interest,1988,Animation|Adventure,Woody Allen,Paul Mescal|Matt Damon|Michael Fassbender|Leonardo DiCaprio|Al Pacino,Korean,USA,183,7.9,1448289,86.2,516.4,discovery|freedom|betrayal,A animation film directed by Woody Allen featuring Paul Mescal.,67.78
MV1083,American Fiction,1983,Animation|Sci-Fi,Ridley Scott,Matt Damon|Benedict Cumberbatch|Viola Davis|Paul Mescal,French,Japan,151,6.7,1111445,75.4,,redemption|power|time travel|ambition|love|freedom,A animation film directed by Ridley Scott featuring Matt Damon.,89.36
MV1084,Poor Things,2002,Comedy|Sci-Fi|Horror,Christopher Nolan,Adam Driver|Zendaya|Jake Gyllenhaal,French,Australia,206,8.9,1723680,44.2,179.1,coming of age|heist|friendship|mystery,A comedy film directed by Christopher Nolan featuring Adam Driver.,47.6
MV1085,Dune Part Two,2022,Comedy|Musical,Bong Joon-ho,Adam Driver|Leonardo DiCaprio|Charlize Theron|Jake Gyllenhaal|Matt Damon,Korean,Japan,85,4.7,1767035,260.6,1886.1,heist|redemption|sacrifice|friendship,A comedy film directed by Bong Joon-ho featuring Adam Driver.,12.76
MV1086,Civil War,2005,Fantasy|Musical|Sci-Fi,James Cameron,Natalie Portman|Tom Hanks|Scarlett Johansson,Spanish,Italy,203,4.1,992973,19.2,128.4,discovery|supernatural|revenge|identity|sacrifice|power,A fantasy film directed by James Cameron featuring Natalie Portman.,28.94
MV1087,Love Lies Bleeding,1987,Fantasy|Thriller,Woody Allen,Jake Gyllenhaal|Florence Pugh|Natalie Portman|Ana de Armas,Spanish,South Korea,113,5.3,555888,141.0,339.6,family|identity|revenge|discovery,A fantasy film directed by Woody Allen featuring Jake Gyllenhaal.,20.76
MV1088,Kinds of Kindness,2007,Action|Adventure,Tim Burton,Brad Pitt|Joaquin Phoenix|Matt Damon|Margot Robbie|Mark Ruffalo,Japanese,Italy,182,5.4,200465,64.4,19.6,redemption|power|sacrifice|friendship|discovery,,10.98
MV1089,The Substance,2015,Horror,Bong Joon-ho,Mark Ruffalo|Daniel Craig|Austin Butler|Denzel Washington|Viola Davis,Japanese,South Korea,173,4.5,447129,46.5,279.8,love|escape|time travel,A horror film directed by Bong Joon-ho featuring Mark Ruffalo.,81.92
MV1090,Alien Romulus,2010,Adventure,John Ford,Meryl Streep|Scarlett Johansson|Jake Gyllenhaal,German,Australia,139,8.9,2351261,341.3,,time travel|conspiracy|war|identity|survival|sacrifice,A adventure film directed by John Ford featuring Meryl Streep.,42.48
MV1091,Longlegs,1982,Action|Biography|Fantasy,David Fincher,Michael Fassbender|Zendaya|Paul Mescal|Ana de Armas|Cate Blanchett,Spanish,India,,6.1,1637814,140.9,336.8,revenge|betrayal|escape|redemption,A action film directed by David Fincher featuring Michael Fassbender.,59.62
MV1092,Monkey Man,1994,Fantasy|Romance,Sofia Coppola,Christian Bale|Ryan Gosling|Meryl Streep,Mandarin,South Korea,149,4.2,622341,329.8,804.3,friendship|based on true story|love|time travel,A fantasy film directed by Sofia Coppola featuring Christian Bale.,98.02
MV1093,The Fall Guy,2000,Fantasy,Wong Kar-wai,Idris Elba|Scarlett Johansson|Lupita Nyong'o|Al Pacino|Tom Hardy,Italian,USA,77,8.5,920725,255.9,627.9,revenge|danger|heist|coming of age|escape,A fantasy film directed by Wong Kar-wai featuring Idris Elba.,11.54
MV1094,Furiosa,2008,Horror,Peter Jackson,Daniel Craig|Dustin Hoffman|Michael Fassbender,Spanish,India,134,8.0,1820923,129.7,939.9,sacrifice|betrayal|freedom,A horror film directed by Peter Jackson featuring Daniel Craig.,19.32
MV1095,Deadpool Wolverine,1990,History,Guillermo del Toro,Denzel Washington|Jake Gyllenhaal|Cate Blanchett|Morgan Freeman|Adam Driver,Korean,India,178,4.6,2210469,,297.2,discovery|war|loss,A history film directed by Guillermo del Toro featuring Denzel Washington.,39.02
MV1096,Inside Out 2,1997,Mystery,Francis Ford Coppola,Leonardo DiCaprio|Natalie Portman|Paul Mescal,Italian,UK,126,4.8,2361769,312.4,,corruption|sacrifice|family|mystery|love,A mystery film directed by Francis Ford Coppola featuring Leonardo DiCaprio.,54.81
MV1097,Kingdom of the Planet of the Apes,2006,Action,Denis Villeneuve,Ryan Gosling|Adam Driver|Jessica Chastain,Spanish,Italy,148,5.2,1614732,240.7,1397.1,sacrifice|betrayal|war,A action film directed by Denis Villeneuve featuring Ryan Gosling.,23.23
